dateTime,zone,subject_race,subject_sex,department_id,type,arrest_made,citation_issued,warning_issued,outcome,frisk_performed,search_conducted,reason_for_stop,vehicle_make,raw_BasisForStop,raw_OperatorRace,raw_OperatorSex,raw_ResultOfStop
2005-10-17 14:40:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-17 14:50:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-18 09:20:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-23 18:10:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-23 18:40:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-15 13:20:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-15 15:10:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-12-15 15:50:00,X3,hispanic,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,H,M,M
2005-12-15 17:05:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-12-16 08:25:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-12-16 11:40:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-12-17 11:15:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-17 11:45:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-17 12:00:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-17 12:00:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-17 14:00:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-06 10:40:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-06 12:35:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-06 12:55:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-06 12:55:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-06 15:10:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-22 08:48:00,X3,black,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-10-22 09:00:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-22 11:25:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-22 14:15:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-22 14:30:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-23 18:40:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 08:50:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-10-24 09:35:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 10:45:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-24 12:55:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 14:55:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 14:55:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 14:55:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-02 20:55:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-11-03 09:40:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-03 10:10:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-11-03 10:33:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,F,M
2005-11-03 12:00:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-11-03 20:15:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-04 12:30:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-04 14:25:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-04 14:45:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-04 15:00:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-04 15:15:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-04 15:45:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-09 08:45:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-09 08:45:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-11-09 14:15:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-09 14:37:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-11-09 15:05:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-10 11:00:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-10 11:45:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-10 19:45:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-10 20:15:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-11 09:00:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-11 10:30:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-11 11:20:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-11 13:45:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-11 13:55:00,X3,black,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-11-11 14:58:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-11 15:20:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-11 15:20:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-11 16:15:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-15 08:05:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-15 10:25:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-15 10:55:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-15 11:10:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-15 11:10:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-15 11:55:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-15 13:45:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-11-15 14:15:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-15 14:40:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-15 15:25:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-15 16:12:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-17 08:45:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-17 09:45:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-17 10:20:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-17 10:55:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-11-17 19:45:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-11-21 08:28:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-21 08:28:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-11-21 09:35:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-21 13:00:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-21 13:20:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-21 15:35:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-21 15:35:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-22 09:55:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-22 11:47:00,X3,hispanic,male,200,vehicular,False,True,False,citation,False,False,Motorist Assist/Courtesy,,MO,H,M,M
2005-11-22 18:45:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-22 19:00:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-23 08:45:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-23 17:55:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-28 08:15:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-28 09:30:00,X3,other,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,O,M,M
2005-11-28 09:45:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-28 11:25:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-28 11:50:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-12-03 15:35:00,X3,white,male,200,vehicular,True,False,False,arrest,False,False,Other Traffic Violation,,OT,W,M,D
2005-12-03 20:20:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-12-04 13:28:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-12-05 14:25:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-12-05 15:05:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-10 09:30:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-12-10 12:45:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-12-10 13:15:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-10 15:40:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-10 16:15:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-12-11 19:50:00,X3,white,male,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-15 08:45:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-12-15 09:10:00,X3,white,female,200,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-09-30 19:20:00,X4,black,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-10-04 14:30:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,W,M,M
2005-10-04 14:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,W,M,M
2005-10-04 15:30:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,W,M,M
2005-10-04 15:50:00,X4,black,female,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,B,F,M
2005-10-04 16:05:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,W,F,M
2005-10-05 08:50:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-05 09:05:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-10-05 09:15:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-05 14:10:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Call for Service,,CS,W,M,M
2005-10-05 15:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-10-06 08:05:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-10-06 13:05:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-06 13:15:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-06 13:35:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-10-06 13:50:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,W,M,M
2005-10-10 15:25:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-10 15:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-10 16:00:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-10 16:25:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-10 15:45:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,W,F,M
2005-10-12 08:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-12 09:10:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-10-12 09:10:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-10-12 16:10:00,X4,black,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-10-12 16:10:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-13 07:20:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-17 14:30:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-17 14:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-17 15:05:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-17 15:20:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-17 15:45:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-19 08:05:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-19 15:15:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,W,M,M
2005-10-19 15:25:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-21 09:50:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-10-22 10:50:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-22 11:20:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,F,M
2005-10-19 20:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-19 20:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 11:10:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 11:40:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-24 11:10:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-24 12:04:00,X4,black,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,F,M
2005-10-24 12:10:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,W,M,M
2005-10-28 09:10:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-10-29 11:45:00,X4,black,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,F,M
2005-10-29 12:00:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-10-29 12:35:00,X4,black,female,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,B,F,M
2005-10-29 13:25:00,X4,black,female,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,B,F,M
2005-10-29 14:05:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,F,M
2005-11-04 10:15:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-04 10:25:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-04 10:45:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-04 10:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-04 11:10:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-04 11:30:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-11-04 11:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,W,M,M
2005-11-04 11:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,W,M,M
2005-11-04 18:25:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-11-05 12:50:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-05 13:10:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-05 13:40:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-05 13:55:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-05 14:15:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-09 10:25:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
2005-11-09 10:40:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-09 11:00:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-09 11:20:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-09 11:35:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-09 18:35:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-11 13:10:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-11 13:30:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-11 13:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-11 14:10:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-11 14:25:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-15 14:25:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-15 14:40:00,X4,asian/pacific islander,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,I,F,M
2005-11-16 13:25:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-16 13:55:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-16 14:40:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-16 15:00:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-16 15:20:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-18 08:25:00,X4,black,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,F,M
2005-11-18 13:35:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,M,M
2005-11-27 10:20:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-27 10:35:00,X4,black,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-11-27 10:55:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-27 16:35:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-27 16:35:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-28 11:05:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-28 11:20:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-28 11:30:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-11-28 11:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-11-28 12:10:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-12-02 11:55:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-11 07:20:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-11 08:50:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,F,M
2005-12-12 14:45:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,W,M,M
2005-12-13 09:05:00,X4,black,female,500,vehicular,False,True,False,citation,False,False,Registration Violation,,RV,B,F,M
2005-12-15 08:55:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Equipment/Inspection Violation,,EQ,W,M,M
2005-12-15 14:30:00,X4,black,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-12-15 15:00:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-15 15:30:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-17 08:30:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-17 08:30:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-17 08:45:00,X4,black,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,M,M
2005-12-17 08:45:00,X4,black,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,F,M
2005-12-17 09:25:00,X4,black,female,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,B,F,M
2005-12-17 17:55:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-17 17:55:00,X4,white,male,500,vehicular,False,True,False,citation,False,False,Speeding,,SP,W,M,M
2005-12-19 12:05:00,X4,white,female,500,vehicular,False,True,False,citation,False,False,Other Traffic Violation,,OT,W,F,M
